Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1044,Thru / Transit * 2,2088,2006,June
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11801,Enplaned,11801,2006,June
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26263,Deplaned,26263,2006,June
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,448,Thru / Transit * 2,896,2006,June
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,12721,Enplaned,12721,2006,June
200606,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10555,Deplaned,10555,2006,June
200607,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,39649,Deplaned,39649,2006,July
200607,Air Canada Jazz,QK,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,331,Deplaned,331,2006,July
200607,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5782,Deplaned,5782,2006,July
200607,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12990,Deplaned,12990,2006,July
200607,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7118,Deplaned,7118,2006,July
200607,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,11519,Deplaned,11519,2006,July
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34835,Deplaned,34835,2006,July
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,4273,Thru / Transit * 2,8546,2006,July
200607,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,9823,Enplaned,9823,2006,July
200607,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,8280,Enplaned,8280,2006,July
200607,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6620,Deplaned,6620,2006,July
200607,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,167225,Deplaned,167225,2006,July
200607,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5162,Deplaned,5162,2006,July
200607,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4937,Deplaned,4937,2006,July
200607,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,237,Deplaned,237,2006,July
200607,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Thru / Transit,Other,International,A,166,Thru / Transit * 2,332,2006,July
200607,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20394,Enplaned,20394,2006,July
200607,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10974,Enplaned,10974,2006,July
200607,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10708,Enplaned,10708,2006,July
200607,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,86360,Enplaned,86360,2006,July
200607,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13659,Enplaned,13659,2006,July
200607,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,24081,Enplaned,24081,2006,July
200607,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7629,Enplaned,7629,2006,July
200607,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,4422,Deplaned,4422,2006,July
200607,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9584,Deplaned,9584,2006,July
200607,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8394,Deplaned,8394,2006,July
200607,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7372,Deplaned,7372,2006,July
200607,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22233,Deplaned,22233,2006,July
200607,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,9302,Deplaned,9302,2006,July
200607,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,7008,Deplaned,7008,2006,July
200607,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,70641,Deplaned,70641,2006,July
200607,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,7338,Deplaned,7338,2006,July
200607,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13272,Deplaned,13272,2006,July
200607,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,8140,Deplaned,8140,2006,July
200607,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,19362,Deplaned,19362,2006,July
200607,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6246,Deplaned,6246,2006,July
200607,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,104350,Deplaned,104350,2006,July
200607,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,5787,Deplaned,5787,2006,July
200607,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3638,Deplaned,3638,2006,July
200607,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4684,Deplaned,4684,2006,July
200607,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,6297,Deplaned,6297,2006,July
200607,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37746,Deplaned,37746,2006,July
200607,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40832,Enplaned,40832,2006,July
200607,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,66914,Deplaned,66914,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,11888,Deplaned,11888,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,28947,Deplaned,28947,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,517,Thru / Transit * 2,1034,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,395122,Deplaned,395122,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,405636,Enplaned,405636,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,77224,Deplaned,77224,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,4005,Thru / Transit * 2,8010,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8958,Enplaned,8958,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,14731,Deplaned,14731,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,52,Thru / Transit * 2,104,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,28644,Deplaned,28644,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,662,Thru / Transit * 2,1324,2006,July
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,13837,Enplaned,13837,2006,July
200607,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11517,Deplaned,11517,2006,July
200608,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,39212,Deplaned,39212,2006,August
200608,Air Canada Jazz,QK,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,285,Deplaned,285,2006,August
200608,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5798,Deplaned,5798,2006,August
200608,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11865,Deplaned,11865,2006,August
200608,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8001,Deplaned,8001,2006,August
200608,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13190,Deplaned,13190,2006,August
200608,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36640,Deplaned,36640,2006,August
200608,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,4126,Thru / Transit * 2,8252,2006,August
200608,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,9069,Enplaned,9069,2006,August
200608,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7303,Deplaned,7303,2006,August
200608,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1899,Thru / Transit * 2,3798,2006,August
200608,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6064,Enplaned,6064,2006,August
200608,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4986,Deplaned,4986,2006,August
200608,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Other,Other,Other,7,Enplaned,7,2006,August
200608,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4071,Enplaned,4071,2006,August
200608,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,861,Enplaned,861,2006,August
200608,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,18385,Enplaned,18385,2006,August
200608,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9867,Enplaned,9867,2006,August
200608,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9912,Enplaned,9912,2006,August
200608,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,86492,Enplaned,86492,2006,August
200608,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11900,Enplaned,11900,2006,August
200608,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,23805,Enplaned,23805,2006,August
200608,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7231,Enplaned,7231,2006,August
200608,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5157,Enplaned,5157,2006,August
200608,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,3441,Enplaned,3441,2006,August
200608,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8778,Enplaned,8778,2006,August
200608,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8431,Enplaned,8431,2006,August
200608,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6044,Enplaned,6044,2006,August
200608,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21472,Enplaned,21472,2006,August
200608,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7414,Enplaned,7414,2006,August
200608,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,7917,Enplaned,7917,2006,August
200608,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,64007,Enplaned,64007,2006,August
200608,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6704,Enplaned,6704,2006,August
200608,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8478,Enplaned,8478,2006,August
200608,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,4559,Enplaned,4559,2006,August
200608,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,16179,Enplaned,16179,2006,August
200608,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5535,Enplaned,5535,2006,August
200608,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,103140,Enplaned,103140,2006,August
200608,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,5649,Enplaned,5649,2006,August
200608,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,3640,Enplaned,3640,2006,August
200608,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4457,Enplaned,4457,2006,August
200608,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4950,Enplaned,4950,2006,August
200608,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,43236,Deplaned,43236,2006,August
200608,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,43898,Enplaned,43898,2006,August
200608,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,65297,Enplaned,65297,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,608,Enplaned,608,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26525,Enplaned,26525,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,61199,Deplaned,61199,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,60479,Enplaned,60479,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8455,Thru / Transit * 2,16910,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,68238,Enplaned,68238,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8475,Deplaned,8475,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1398,Thru / Transit * 2,2796,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,14403,Enplaned,14403,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,26704,Deplaned,26704,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,555,Thru / Transit * 2,1110,2006,August
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,12744,Enplaned,12744,2006,August
200608,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10685,Deplaned,10685,2006,August
200608,Xtra Airways,XP,Xtra Airways,XP,Domestic,US,Deplaned,Other,International,A,73,Deplaned,73,2006,August
200609,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,24662,Deplaned,24662,2006,September
200609,Air Canada Jazz,QK,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,322,Deplaned,322,2006,September
200609,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5496,Deplaned,5496,2006,September
200609,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11012,Deplaned,11012,2006,September
200609,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6398,Deplaned,6398,2006,September
200609,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,9046,Deplaned,9046,2006,September
200609,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,31718,Deplaned,31718,2006,September
200609,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,4742,Thru / Transit * 2,9484,2006,September
200609,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,7342,Enplaned,7342,2006,September
200609,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,4413,Deplaned,4413,2006,September
200609,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1883,Thru / Transit * 2,3766,2006,September
200609,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6106,Enplaned,6106,2006,September
200609,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,135153,Enplaned,135153,2006,September
200609,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3526,Enplaned,3526,2006,September
200609,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4331,Deplaned,4331,2006,September
200609,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1418,Deplaned,1418,2006,September
200609,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,13,Deplaned,13,2006,September
200609,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Thru / Transit,Other,International,A,112,Thru / Transit * 2,224,2006,September
200609,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20242,Enplaned,20242,2006,September
200609,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9044,Enplaned,9044,2006,September
200609,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8864,Enplaned,8864,2006,September
200609,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,62926,Enplaned,62926,2006,September
200609,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10956,Enplaned,10956,2006,September
200609,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,18530,Enplaned,18530,2006,September
200609,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6859,Enplaned,6859,2006,September
200609,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4464,Enplaned,4464,2006,September
200609,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,1736,Enplaned,1736,2006,September
200609,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8330,Enplaned,8330,2006,September
200609,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8171,Enplaned,8171,2006,September
200609,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3739,Enplaned,3739,2006,September
200609,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,20934,Enplaned,20934,2006,September
200609,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,116,Enplaned,116,2006,September
200609,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,5379,Enplaned,5379,2006,September
200707,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,51347,Deplaned,51347,2007,July
200609,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,50423,Deplaned,50423,2006,September
200609,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6407,Deplaned,6407,2006,September
200609,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8900,Deplaned,8900,2006,September
200609,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,3704,Deplaned,3704,2006,September
200609,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15706,Deplaned,15706,2006,September
200609,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6126,Deplaned,6126,2006,September
200609,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,95045,Deplaned,95045,2006,September
200609,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,6554,Deplaned,6554,2006,September
200609,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,2875,Deplaned,2875,2006,September
200609,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3483,Deplaned,3483,2006,September
200609,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,3193,Deplaned,3193,2006,September
200609,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,33813,Deplaned,33813,2006,September
200609,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,33828,Enplaned,33828,2006,September
200609,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,53954,Deplaned,53954,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,5507,Deplaned,5507,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25056,Deplaned,25056,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,366,Thru / Transit * 2,732,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,367111,Deplaned,367111,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,373976,Enplaned,373976,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,66537,Deplaned,66537,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3062,Thru / Transit * 2,6124,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8081,Enplaned,8081,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,14047,Deplaned,14047,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,9,Thru / Transit * 2,18,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,27543,Enplaned,27543,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,5214,Deplaned,5214,2006,September
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,216,Thru / Transit * 2,432,2006,September
200609,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10899,Enplaned,10899,2006,September
200610,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,23217,Enplaned,23217,2006,October
200610,Air Canada Jazz,QK,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,201,Enplaned,201,2006,October
200610,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5855,Enplaned,5855,2006,October
200610,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11023,Enplaned,11023,2006,October
200610,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8318,Enplaned,8318,2006,October
200610,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,9488,Enplaned,9488,2006,October
200610,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35929,Enplaned,35929,2006,October
200610,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,4575,Deplaned,4575,2006,October
200610,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,762,Thru / Transit * 2,1524,2006,October
200610,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,10114,Enplaned,10114,2006,October
200610,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6250,Deplaned,6250,2006,October
200610,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,144608,Deplaned,144608,2006,October
200610,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3896,Deplaned,3896,2006,October
200610,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4267,Deplaned,4267,2006,October
