Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
201507,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5389,Enplaned,5389,2015,July
201507,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,30939,Enplaned,30939,2015,July
201507,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,5698,Enplaned,5698,2015,July
201507,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,183224,Enplaned,183224,2015,July
201507,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,18551,Deplaned,18551,2015,July
201507,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,14769,Deplaned,14769,2015,July
201507,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,9736,Deplaned,9736,2015,July
201507,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25803,Deplaned,25803,2015,July
201507,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,14397,Deplaned,14397,2015,July
201507,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7211,Deplaned,7211,2015,July
201507,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,63517,Deplaned,63517,2015,July
201507,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12043,Deplaned,12043,2015,July
201507,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7986,Deplaned,7986,2015,July
201507,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,24664,Deplaned,24664,2015,July
201507,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12907,Deplaned,12907,2015,July
201507,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,7665,Deplaned,7665,2015,July
201507,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15820,Deplaned,15820,2015,July
201507,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,3856,Deplaned,3856,2015,July
201507,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,159302,Deplaned,159302,2015,July
201507,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,3006,Deplaned,3006,2015,July
201507,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,14494,Enplaned,14494,2015,July
201507,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,154847,Enplaned,154847,2015,July
201507,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,12769,Deplaned,12769,2015,July
201507,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,11704,Deplaned,11704,2015,July
201507,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,7656,Deplaned,7656,2015,July
201507,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9813,Deplaned,9813,2015,July
201507,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,C,89861,Deplaned,89861,2015,July
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,41337,Deplaned,41337,2015,July
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,286784,Deplaned,286784,2015,July
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1,Thru / Transit * 2,2,2015,July
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,373526,Enplaned,373526,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,82017,Deplaned,82017,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7647,Deplaned,7647,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,546,Deplaned,546,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,10,Thru / Transit * 2,20,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,908,Enplaned,908,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,18654,Enplaned,18654,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,42776,Enplaned,42776,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,18655,Enplaned,18655,2015,July
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,167,Enplaned,167,2015,July
201507,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,183026,Deplaned,183026,2015,July
201507,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4825,Deplaned,4825,2015,July
201507,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,17879,Deplaned,17879,2015,July
201507,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,8701,Deplaned,8701,2015,July
201507,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,4354,Deplaned,4354,2015,July
201508,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,7893,Deplaned,7893,2015,August
201508,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12766,Deplaned,12766,2015,August
201508,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,19816,Deplaned,19816,2015,August
201508,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,29722,Deplaned,29722,2015,August
201508,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,10194,Deplaned,10194,2015,August
201508,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,23579,Deplaned,23579,2015,August
201508,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8021,Deplaned,8021,2015,August
201508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,67853,Deplaned,67853,2015,August
201508,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6274,Deplaned,6274,2015,August
201508,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7851,Deplaned,7851,2015,August
201508,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,131452,Deplaned,131452,2015,August
201508,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8813,Deplaned,8813,2015,August
201508,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,22268,Deplaned,22268,2015,August
201508,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,22374,Deplaned,22374,2015,August
201508,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10122,Deplaned,10122,2015,August
201508,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,6980,Deplaned,6980,2015,August
201508,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,6545,Deplaned,6545,2015,August
201508,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,32627,Deplaned,32627,2015,August
201508,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,5917,Deplaned,5917,2015,August
201508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,180010,Deplaned,180010,2015,August
201508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,378,Thru / Transit * 2,756,2015,August
201508,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,16290,Enplaned,16290,2015,August
201508,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,12193,Enplaned,12193,2015,August
201508,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,6446,Enplaned,6446,2015,August
201508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25852,Enplaned,25852,2015,August
201508,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,12605,Enplaned,12605,2015,August
201508,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6501,Enplaned,6501,2015,August
201508,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,61517,Enplaned,61517,2015,August
201508,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11510,Enplaned,11510,2015,August
201508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7666,Enplaned,7666,2015,August
201508,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23096,Enplaned,23096,2015,August
201508,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7965,Enplaned,7965,2015,August
201508,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7295,Enplaned,7295,2015,August
201508,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15705,Enplaned,15705,2015,August
201508,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,4101,Enplaned,4101,2015,August
201508,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,160952,Enplaned,160952,2015,August
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10465,Deplaned,10465,2015,August
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,159846,Deplaned,159846,2015,August
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,44,Thru / Transit * 2,88,2015,August
201508,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,10257,Enplaned,10257,2015,August
201508,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,10131,Enplaned,10131,2015,August
201508,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,6376,Enplaned,6376,2015,August
201508,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8258,Enplaned,8258,2015,August
201508,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,C,85887,Enplaned,85887,2015,August
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,29304,Enplaned,29304,2015,August
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,301302,Enplaned,301302,2015,August
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,387099,Deplaned,387099,2015,August
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,175,Thru / Transit * 2,350,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,75292,Enplaned,75292,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6303,Enplaned,6303,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,1201,Enplaned,1201,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,9914,Deplaned,9914,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13481,Deplaned,13481,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,45625,Deplaned,45625,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,22963,Deplaned,22963,2015,August
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,5026,Enplaned,5026,2015,August
201508,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,190563,Enplaned,190563,2015,August
201508,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3541,Enplaned,3541,2015,August
201508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,16156,Enplaned,16156,2015,August
201508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,8108,Enplaned,8108,2015,August
201508,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,3974,Enplaned,3974,2015,August
201509,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,7680,Enplaned,7680,2015,September
201509,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,9425,Enplaned,9425,2015,September
201509,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,17806,Enplaned,17806,2015,September
201509,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,22661,Enplaned,22661,2015,September
201509,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7125,Enplaned,7125,2015,September
201509,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,20515,Enplaned,20515,2015,September
201509,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8903,Enplaned,8903,2015,September
201509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,53542,Enplaned,53542,2015,September
201509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5258,Enplaned,5258,2015,September
201509,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6554,Enplaned,6554,2015,September
201509,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,120880,Enplaned,120880,2015,September
201509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6262,Enplaned,6262,2015,September
201509,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,21341,Enplaned,21341,2015,September
201509,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,1290,Enplaned,1290,2015,September
201509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,15635,Enplaned,15635,2015,September
201509,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,7873,Enplaned,7873,2015,September
201509,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5159,Enplaned,5159,2015,September
201509,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,4971,Enplaned,4971,2015,September
201509,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,25626,Enplaned,25626,2015,September
201509,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,8399,Enplaned,8399,2015,September
201509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,142506,Enplaned,142506,2015,September
201509,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12907,Enplaned,12907,2015,September
201509,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,10065,Enplaned,10065,2015,September
201509,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,4361,Enplaned,4361,2015,September
201509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,25516,Enplaned,25516,2015,September
201509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,12886,Enplaned,12886,2015,September
201509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6380,Enplaned,6380,2015,September
201509,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,59332,Enplaned,59332,2015,September
201509,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,G,695,Enplaned,695,2015,September
201509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11669,Enplaned,11669,2015,September
201509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5679,Enplaned,5679,2015,September
201509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,22434,Enplaned,22434,2015,September
201509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8520,Deplaned,8520,2015,September
201509,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6739,Deplaned,6739,2015,September
201509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13956,Deplaned,13956,2015,September
201509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,3252,Deplaned,3252,2015,September
201509,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,152472,Deplaned,152472,2015,September
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1454,Deplaned,1454,2015,September
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9654,Enplaned,9654,2015,September
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,148196,Enplaned,148196,2015,September
201509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,7911,Deplaned,7911,2015,September
201509,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6460,Deplaned,6460,2015,September
201509,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4626,Deplaned,4626,2015,September
201509,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,8226,Deplaned,8226,2015,September
201509,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,C,70960,Deplaned,70960,2015,September
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,26083,Deplaned,26083,2015,September
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,246806,Deplaned,246806,2015,September
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,126,Thru / Transit * 2,252,2015,September
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,331556,Enplaned,331556,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,70270,Deplaned,70270,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6667,Deplaned,6667,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,362,Deplaned,362,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,98,Thru / Transit * 2,196,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,987,Enplaned,987,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,17334,Enplaned,17334,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,43607,Enplaned,43607,2015,September
201509,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,8452,Enplaned,8452,2015,September
201509,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,163718,Deplaned,163718,2015,September
201509,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,1981,Deplaned,1981,2015,September
201509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,15368,Deplaned,15368,2015,September
201509,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,7427,Deplaned,7427,2015,September
201510,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,7105,Deplaned,7105,2015,October
201510,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,9506,Deplaned,9506,2015,October
201510,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,15184,Deplaned,15184,2015,October
201510,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,24772,Deplaned,24772,2015,October
201510,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7620,Deplaned,7620,2015,October
201510,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,15190,Deplaned,15190,2015,October
201510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7695,Deplaned,7695,2015,October
201510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,52272,Deplaned,52272,2015,October
201510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5890,Deplaned,5890,2015,October
201510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6758,Deplaned,6758,2015,October
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,36425,Deplaned,36425,2015,October
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,127606,Deplaned,127606,2015,October
201510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7483,Deplaned,7483,2015,October
201510,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,22535,Deplaned,22535,2015,October
201510,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,3520,Deplaned,3520,2015,October
201510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,22437,Deplaned,22437,2015,October
201510,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7448,Deplaned,7448,2015,October
201510,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5391,Deplaned,5391,2015,October
201510,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,5525,Deplaned,5525,2015,October
201510,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,25971,Deplaned,25971,2015,October
201510,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,10530,Deplaned,10530,2015,October
201510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,116955,Deplaned,116955,2015,October
201510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,68,Thru / Transit * 2,136,2015,October
201510,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,17128,Enplaned,17128,2015,October
201510,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,11567,Enplaned,11567,2015,October
201510,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,5701,Enplaned,5701,2015,October
201510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,28213,Enplaned,28213,2015,October
201510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,14929,Enplaned,14929,2015,October
201510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6826,Enplaned,6826,2015,October
201510,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,63221,Enplaned,63221,2015,October
201510,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,G,144,Enplaned,144,2015,October
201510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10221,Enplaned,10221,2015,October
201510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7526,Enplaned,7526,2015,October
201510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,22825,Enplaned,22825,2015,October
201510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10022,Enplaned,10022,2015,October
201510,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6674,Enplaned,6674,2015,October
201510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15458,Enplaned,15458,2015,October
201510,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,3642,Enplaned,3642,2015,October
201510,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,164943,Enplaned,164943,2015,October
201510,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10501,Deplaned,10501,2015,October
201510,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,156435,Deplaned,156435,2015,October
201510,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,27,Thru / Transit * 2,54,2015,October
201510,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,6868,Enplaned,6868,2015,October
201510,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6186,Enplaned,6186,2015,October
201510,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4558,Enplaned,4558,2015,October
201510,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8638,Enplaned,8638,2015,October
201510,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,C,43498,Enplaned,43498,2015,October
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,21490,Enplaned,21490,2015,October
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,282049,Enplaned,282049,2015,October
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,358383,Deplaned,358383,2015,October
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,110,Thru / Transit * 2,220,2015,October
201510,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,73726,Enplaned,73726,2015,October
